日期,方向,結算日,ATR,停損,停利,進場價,出場原因,損益點數,淨損益(元),年份
2011-01-20,多,,101,40,81,9028,尾盤出場,-22.0,-250,2011
2011-01-21,空,,110,44,88,8900,停損,-44.0,-470,2011
2011-01-24,多,,109,44,87,8930,尾盤出場,14.0,110,2011
2011-01-25,多,,100,40,80,9005,尾盤出場,-36.0,-390,2011
2011-01-26,多,,103,41,82,8998,移動停利,55.0,520,2011
2011-01-27,多,,97,39,78,9086,移動停利,20.0,170,2011
2011-01-28,多,,96,38,77,9124,尾盤出場,12.0,90,2011
2011-02-08,空,,92,37,73,9170,停利,73.0,700,2011
2011-02-09,空,,97,39,78,9067,停損,-39.0,-420,2011
2011-02-10,多,,104,42,83,8974,停損,-42.0,-450,2011
2011-02-11,空,,122,49,98,8787,移動停利,54.0,510,2011
2011-02-14,多,,125,50,100,8634,移動停利,39.0,360,2011
2011-02-15,多,,129,52,104,8644,移動停利,69.0,660,2011
2011-02-16,多,是,126,50,101,8735,尾盤出場,-16.0,-190,2011
2011-02-17,多,,129,52,103,8658,停損,-52.0,-550,2011
2011-02-18,多,,134,53,107,8736,停利,107.0,1040,2011
2011-02-21,空,,136,54,109,8784,移動停利,32.0,290,2011
2011-02-22,空,,148,59,118,8653,移動停利,63.0,600,2011
2011-02-23,多,,151,61,121,8592,移動停利,17.0,140,2011
2011-02-24,多,,154,61,123,8561,移動停利,29.0,260,2011
2011-02-25,空,,164,66,132,8559,移動停利,51.0,480,2011
2011-03-01,空,,162,65,129,8650,尾盤出場,-41.0,-440,2011
2011-03-02,多,,160,64,128,8617,移動停利,37.0,340,2011
2011-03-03,空,,157,63,125,8650,停損,-63.0,-660,2011
2011-03-04,空,,139,55,111,8783,尾盤出場,19.0,160,2011
2011-03-07,空,,135,54,108,8721,移動停利,24.0,210,2011
2011-03-08,多,,125,50,100,8716,移動停利,22.0,190,2011
2011-03-09,空,,128,51,102,8786,移動停利,68.0,650,2011
2011-03-10,空,,130,52,104,8723,停利,104.0,1010,2011
2011-03-11,空,,124,50,99,8543,移動停利,40.0,370,2011
2011-03-14,多,,133,53,106,8544,停損,-53.0,-560,2011
2011-03-15,空,,151,61,121,8475,停利,121.0,1180,2011
2011-03-16,空,是,151,60,121,8377,移動停利,93.0,900,2011
2011-03-17,多,,156,62,125,8199,移動停利,31.0,280,2011
2011-03-18,多,,148,59,119,8307,尾盤出場,16.0,130,2011
2011-03-21,多,,151,60,120,8363,移動停利,62.0,590,2011
2011-03-22,多,,149,60,119,8449,移動停利,10.0,70,2011
2011-03-23,多,,147,59,117,8429,移動停利,61.0,580,2011
2011-03-24,多,,150,60,120,8529,尾盤出場,-2.0,-50,2011
2011-03-25,空,,151,60,121,8573,尾盤出場,-3.0,-60,2011
2011-03-28,空,,153,61,123,8563,移動停利,34.0,310,2011
2011-03-29,多,,153,61,123,8510,移動停利,38.0,350,2011
2011-03-30,多,,148,59,118,8610,移動停利,20.0,170,2011
2011-03-31,多,,144,58,115,8633,停損,-58.0,-610,2011
2011-04-01,空,,134,53,107,8634,尾盤出場,-50.0,-530,2011
2011-04-06,多,,110,44,88,8760,停利,88.0,850,2011
2011-04-07,空,,105,42,84,8861,移動停利,18.0,150,2011
2011-04-08,空,,98,39,79,8876,停損,-39.0,-420,2011
2011-04-11,空,,96,39,77,8852,移動停利,12.0,90,2011
2011-04-12,空,,99,39,79,8797,停利,79.0,760,2011
2011-04-13,空,,100,40,80,8720,停損,-40.0,-430,2011
2011-04-14,空,,99,40,79,8780,停損,-40.0,-430,2011
2011-04-15,空,,102,41,82,8780,停利,82.0,790,2011
2011-04-18,多,,101,40,81,8728,移動停利,12.0,90,2011
2011-04-19,空,,104,41,83,8645,移動停利,40.0,370,2011
2011-04-20,多,是,109,44,87,8712,停利,87.0,840,2011
2011-04-21,多,,119,47,95,8904,停利,95.0,920,2011
2011-04-22,空,,115,46,92,8981,尾盤出場,-9.0,-120,2011
2011-04-25,空,,118,47,95,9003,移動停利,41.0,380,2011
2011-04-26,多,,114,46,91,8928,移動停利,34.0,310,2011
2011-04-27,空,,116,46,93,9046,尾盤出場,-12.0,-150,2011
2011-04-28,空,,116,47,93,9085,尾盤出場,68.0,650,2011
2011-04-29,多,,120,48,96,9019,停損,-48.0,-510,2011
2011-05-03,空,,122,49,97,9012,停利,97.0,940,2011
2011-05-04,空,,120,48,96,8889,停損,-48.0,-510,2011
2011-05-05,多,,126,50,100,8910,停利,100.0,970,2011
2011-05-06,多,,122,49,98,8990,移動停利,10.0,70,2011
2011-05-09,多,,124,50,99,9022,移動停利,69.0,660,2011
2011-05-10,空,,118,47,95,9050,尾盤出場,5.0,20,2011
2011-05-11,空,,113,45,91,9100,移動停利,67.0,640,2011
2011-05-12,多,,107,43,86,8968,停利,86.0,830,2011
2011-05-13,多,,109,44,87,9052,停損,-44.0,-470,2011
2011-05-16,空,,110,44,88,8981,移動停利,21.0,180,2011
2011-05-17,空,,108,43,87,8900,移動停利,33.0,300,2011
2011-05-18,多,是,104,42,83,8930,尾盤出場,3.0,0,2011
2011-05-19,多,,112,45,90,8968,移動停利,55.0,520,2011
2011-05-20,空,,112,45,89,8877,移動停利,51.0,480,2011
2011-05-23,空,,110,44,88,8721,停損,-44.0,-470,2011
2011-05-24,空,,110,44,88,8720,移動停利,40.0,370,2011
2011-05-25,空,,106,42,85,8711,移動停利,41.0,380,2011
2011-05-26,空,,108,43,86,8749,移動停利,10.0,70,2011
2011-05-27,多,,106,42,85,8798,移動停利,37.0,340,2011
2011-05-30,多,,111,45,89,8765,移動停利,42.0,390,2011
2011-05-31,多,,119,48,95,8874,停利,95.0,920,2011
2011-06-01,多,,117,47,94,9037,尾盤出場,49.0,460,2011
2011-06-02,多,,121,48,97,9022,移動停利,15.0,120,2011
2011-06-03,空,,118,47,95,9047,移動停利,29.0,260,2011
2011-06-07,空,,121,48,96,9020,移動停利,27.0,240,2011
2011-06-08,空,,124,49,99,9054,移動停利,32.0,290,2011
2011-06-09,多,,113,45,90,9016,移動停利,14.0,110,2011
2011-06-10,空,,124,49,99,9046,停利,99.0,960,2011
2011-06-13,多,,123,49,99,8798,停損,-49.0,-520,2011
2011-06-14,空,,124,50,99,8739,停損,-50.0,-530,2011
2011-06-15,空,是,126,51,101,8820,移動停利,40.0,370,2011
2011-06-16,空,,143,57,115,8525,移動停利,24.0,210,2011
2011-06-17,空,,145,58,116,8492,移動停利,15.0,120,2011
2011-06-20,多,,148,59,118,8508,停損,-59.0,-620,2011
2011-06-21,空,,139,55,111,8461,移動停利,41.0,380,2011
2011-06-22,空,,139,56,111,8500,移動停利,13.0,100,2011
2011-06-23,多,,137,55,110,8425,移動停利,22.0,190,2011
2011-06-24,空,,136,54,109,8410,移動停利,17.0,140,2011
2011-06-27,多,,138,55,111,8320,移動停利,33.0,300,2011
2011-06-28,多,,138,55,111,8392,停損,-55.0,-580,2011
2011-06-29,空,,147,59,118,8362,停損,-59.0,-620,2011
2011-06-30,多,,134,53,107,8476,移動停利,29.0,260,2011
2011-07-01,多,,131,52,105,8570,尾盤出場,5.0,20,2011
2011-07-04,空,,130,52,104,8618,尾盤出場,18.0,150,2011
2011-07-05,空,,122,49,98,8602,尾盤出場,-27.0,-300,2011
2011-07-06,多,,103,41,83,8636,移動停利,57.0,540,2011
2011-07-07,空,,99,40,79,8682,尾盤出場,-6.0,-90,2011
2011-07-08,多,,97,39,78,8715,停損,-39.0,-420,2011
2011-07-11,空,,96,38,76,8588,尾盤出場,-13.0,-160,2011
2011-07-12,多,,101,40,81,8525,停損,-40.0,-430,2011
2011-07-13,多,,100,40,80,8443,移動停利,20.0,170,2011
2011-07-14,多,,106,42,85,8474,停損,-42.0,-450,2011
2011-07-15,空,,104,41,83,8469,停損,-41.0,-440,2011
2011-07-18,空,,106,42,85,8503,停損,-42.0,-450,2011
2011-07-19,多,,97,39,78,8517,尾盤出場,13.0,100,2011
2011-07-20,多,是,104,42,84,8632,移動停利,11.0,80,2011
2011-07-21,空,,102,41,82,8629,尾盤出場,-20.0,-230,2011
2011-07-22,空,,102,41,82,8695,停損,-41.0,-440,2011
2011-07-25,空,,106,43,85,8644,移動停利,38.0,350,2011
2011-07-26,多,,110,44,88,8645,停利,88.0,850,2011
2011-07-27,多,,111,44,89,8718,移動停利,34.0,310,2011
2011-07-28,空,,109,43,87,8680,停損,-43.0,-460,2011
2011-07-29,多,,114,46,91,8712,停損,-46.0,-490,2011
2011-08-01,空,,109,43,87,8701,尾盤出場,17.0,140,2011
2011-08-02,空,,114,46,91,8581,移動停利,26.0,230,2011
2011-08-03,空,,118,47,95,8409,移動停利,22.0,190,2011
2011-08-04,多,,125,50,100,8451,移動停利,17.0,140,2011
2011-08-05,多,,156,62,125,7955,停損,-62.0,-650,2011
2011-08-08,空,,188,75,150,7698,移動停利,112.0,1090,2011
2011-08-09,多,,213,85,170,7235,停損,-85.0,-880,2011
2011-08-10,空,,218,87,175,7597,停損,-87.0,-900,2011
2011-08-11,空,,233,93,186,7517,移動停利,26.0,230,2011
2011-08-12,空,,242,97,193,7725,移動停利,141.0,1380,2011
2011-08-15,多,,249,100,199,7759,尾盤出場,66.0,630,2011
2011-08-16,空,,255,102,204,7850,移動停利,67.0,640,2011
2011-08-17,空,是,255,102,204,7755,移動停利,17.0,140,2011
2011-08-18,空,,267,107,214,7528,移動停利,33.0,300,2011
2011-08-19,多,,281,112,225,7348,停損,-112.0,-1150,2011
2011-08-22,多,,290,116,232,7267,移動停利,146.0,1430,2011
2011-08-23,多,,296,118,237,7329,移動停利,17.0,140,2011
2011-08-24,空,,296,118,237,7493,移動停利,133.0,1300,2011
2011-08-25,空,,271,109,217,7511,移動停利,41.0,380,2011
2011-08-26,多,,245,98,196,7451,移動停利,20.0,170,2011
2011-08-29,多,,220,88,176,7486,移動停利,104.0,1010,2011
2011-08-30,空,,216,86,173,7581,移動停利,13.0,100,2011
2011-08-31,空,,207,83,165,7597,移動停利,21.0,180,2011
2011-09-01,多,,202,81,162,7773,移動停利,56.0,530,2011
2011-09-02,空,,192,77,153,7712,移動停利,41.0,380,2011
2011-09-05,空,,199,80,159,7515,移動停利,25.0,220,2011
2011-09-06,多,,204,82,163,7469,停損,-82.0,-850,2011
2011-09-07,空,,196,78,157,7451,移動停利,19.0,160,2011
2011-09-08,空,,183,73,146,7544,移動停利,22.0,190,2011
2011-09-09,多,,174,69,139,7557,移動停利,77.0,740,2011
2011-09-13,空,,172,69,137,7490,移動停利,68.0,650,2011
2011-09-14,空,,178,71,143,7392,移動停利,21.0,180,2011
2011-09-15,空,,182,73,145,7350,停損,-73.0,-760,2011
2011-09-16,多,,188,75,150,7527,移動停利,76.0,730,2011
2011-09-19,空,,187,75,150,7566,移動停利,70.0,670,2011
2011-09-20,多,,193,77,155,7534,停損,-77.0,-800,2011
2011-09-21,空,是,192,77,154,7469,停損,-77.0,-800,2011
2011-09-22,空,,200,80,160,7330,移動停利,60.0,570,2011
2011-09-23,空,,215,86,172,7021,移動停利,29.0,260,2011
2011-09-26,空,,212,85,170,7007,移動停利,64.0,610,2011
2011-09-27,多,,218,87,174,7055,移動停利,45.0,420,2011
2011-09-28,空,,213,85,170,7134,移動停利,31.0,280,2011
2011-09-29,多,,218,87,174,7046,移動停利,112.0,1090,2011
2011-09-30,多,,214,86,171,7186,移動停利,24.0,210,2011
2011-10-03,多,,211,84,169,7040,移動停利,25.0,220,2011
2011-10-04,多,,206,82,165,6916,移動停利,84.0,810,2011
2011-10-05,空,,196,78,157,7035,移動停利,24.0,210,2011
2011-10-06,多,,195,78,156,7141,移動停利,29.0,260,2011
2011-10-07,空,,193,77,154,7226,移動停利,23.0,200,2011
2011-10-11,多,,194,78,155,7369,尾盤出場,37.0,340,2011
2011-10-12,空,,190,76,152,7367,尾盤出場,-22.0,-250,2011
2011-10-13,空,,176,70,141,7444,移動停利,49.0,460,2011
2011-10-14,空,,158,63,126,7363,尾盤出場,-9.0,-120,2011
2011-10-17,空,,152,61,122,7451,移動停利,23.0,200,2011
2011-10-18,多,,144,58,115,7367,尾盤出場,-24.0,-270,2011
2011-10-19,空,是,139,56,111,7342,尾盤出場,12.0,90,2011
2011-10-20,空,,136,54,109,7340,停利,109.0,1060,2011
2011-10-21,空,,135,54,108,7218,停損,-54.0,-570,2011
2011-10-24,多,,136,55,109,7405,尾盤出場,87.0,840,2011
2011-10-25,多,,124,50,99,7503,尾盤出場,-34.0,-370,2011
2011-10-26,多,,127,51,102,7434,停利,102.0,990,2011
2011-10-27,多,,120,48,96,7558,尾盤出場,31.0,280,2011
2011-10-28,空,,124,49,99,7720,停利,99.0,960,2011
2011-10-31,多,,118,47,94,7671,停損,-47.0,-500,2011
2011-11-01,空,,124,49,99,7544,停損,-49.0,-520,2011
2011-11-02,多,,131,52,105,7496,停利,105.0,1020,2011
2011-11-03,空,,140,56,112,7544,移動停利,59.0,560,2011
2011-11-04,多,,147,59,117,7617,移動停利,28.0,250,2011
2011-11-07,空,,141,57,113,7610,尾盤出場,-26.0,-290,2011
2011-11-08,多,,146,59,117,7652,停損,-59.0,-620,2011
2011-11-09,空,,143,57,114,7650,移動停利,45.0,420,2011
2011-11-10,空,,161,65,129,7416,停利,129.0,1260,2011
2011-11-11,多,,151,60,121,7337,移動停利,27.0,240,2011
2011-11-14,多,,162,65,129,7515,尾盤出場,28.0,250,2011
2011-11-15,空,,155,62,124,7515,尾盤出場,15.0,120,2011
2011-11-16,空,是,160,64,128,7520,停利,128.0,1250,2011
2011-11-17,多,,156,62,125,7335,移動停利,27.0,240,2011
2011-11-18,多,,158,63,127,7297,移動停利,13.0,100,2011
2011-11-21,空,,163,65,131,7151,移動停利,74.0,710,2011
2011-11-22,多,,160,64,128,7088,停損,-64.0,-670,2011
2011-11-23,空,,163,65,131,6952,移動停利,31.0,280,2011
2011-11-24,空,,158,63,126,6805,移動停利,20.0,170,2011
2011-11-25,空,,169,68,136,6857,移動停利,11.0,80,2011
2011-11-28,空,,172,69,138,6873,尾盤出場,-44.0,-470,2011
2011-11-29,空,,171,69,137,6962,移動停利,30.0,270,2011
2011-11-30,空,,158,63,126,6932,移動停利,86.0,830,2011
2011-12-01,空,,176,70,141,7163,停損,-70.0,-730,2011
2011-12-02,空,,168,67,134,7195,移動停利,59.0,560,2011
2011-12-05,空,,171,69,137,7138,移動停利,66.0,630,2011
2011-12-06,空,,172,69,137,7052,尾盤出場,73.0,700,2011
2011-12-07,多,,168,67,134,7042,尾盤出場,10.0,70,2011
2011-12-08,空,,166,67,133,6983,移動停利,56.0,530,2011
2011-12-09,多,,162,65,129,6825,移動停利,85.0,820,2011
2011-12-12,多,,162,65,129,6983,尾盤出場,-42.0,-450,2011
2011-12-13,空,,153,61,123,6852,停損,-61.0,-640,2011
2011-12-14,空,,148,59,119,6881,尾盤出場,-42.0,-450,2011
2011-12-15,空,,144,58,115,6833,移動停利,42.0,390,2011
2011-12-16,多,,136,54,109,6783,尾盤出場,-11.0,-140,2011
2011-12-19,多,,141,57,113,6699,停損,-57.0,-600,2011
2011-12-20,多,,136,54,108,6687,尾盤出場,-17.0,-200,2011
2011-12-21,多,是,131,53,105,6875,尾盤出場,78.0,750,2011
2011-12-22,多,,127,51,102,6971,尾盤出場,-15.0,-180,2011
2011-12-23,多,,131,53,105,7064,尾盤出場,46.0,430,2011
2011-12-26,空,,121,49,97,7094,尾盤出場,-8.0,-110,2011
2011-12-27,空,,121,49,97,7085,移動停利,30.0,270,2011
2011-12-28,多,,114,46,92,7070,尾盤出場,-17.0,-200,2011
2011-12-29,空,,108,43,86,7007,停損,-43.0,-460,2011
2011-12-30,空,,106,43,85,7095,移動停利,20.0,170,2011
2012-01-02,空,,108,43,86,7005,移動停利,43.0,400,2012
2012-01-03,多,,113,45,90,7029,移動停利,38.0,350,2012
2012-01-04,多,,105,42,84,7092,停損,-42.0,-450,2012
2012-01-05,空,,106,42,85,7082,停損,-42.0,-450,2012
2012-01-06,空,,98,39,79,7087,尾盤出場,1.0,-20,2012
2012-01-09,多,,98,39,78,7056,尾盤出場,2.0,-10,2012
2012-01-16,空,,90,36,72,7188,停利,72.0,690,2012
2012-01-17,空,,96,38,77,7142,停損,-38.0,-410,2012
2012-01-18,空,是,94,38,76,7215,尾盤出場,8.0,50,2012
2012-01-30,多,,104,41,83,7388,移動停利,40.0,370,2012
2012-01-31,多,,103,41,82,7448,移動停利,35.0,320,2012
2012-02-01,多,,99,40,79,7498,尾盤出場,25.0,220,2012
2012-02-02,空,,103,41,83,7610,移動停利,24.0,210,2012
2012-02-03,空,,102,41,82,7613,尾盤出場,-27.0,-300,2012
2012-02-04,多,,106,43,85,7728,移動停利,10.0,70,2012
2012-02-06,空,,107,43,86,7696,尾盤出場,14.0,110,2012
2012-02-07,多,,103,41,83,7710,移動停利,20.0,170,2012
2012-02-08,多,,114,45,91,7777,停利,91.0,880,2012
2012-02-09,多,,119,47,95,7864,移動停利,10.0,70,2012
2012-02-10,空,,116,46,93,7876,尾盤出場,10.0,70,2012
2012-02-13,空,,108,43,86,7860,停損,-43.0,-460,2012
2012-02-14,空,,106,42,85,7889,移動停利,62.0,590,2012
2012-02-15,空,是,112,45,89,7905,停損,-45.0,-480,2012
2012-02-16,多,,104,42,83,7984,停損,-42.0,-450,2012
2012-02-17,空,,106,43,85,7978,停利,85.0,820,2012
2012-02-20,空,,106,42,85,7982,移動停利,35.0,320,2012
2012-02-21,空,,106,42,84,7937,移動停利,63.0,600,2012
2012-02-22,多,,113,45,90,7920,停利,90.0,870,2012
2012-02-23,多,,109,44,87,7961,移動停利,10.0,70,2012
2012-02-24,空,,111,44,89,7945,移動停利,42.0,390,2012
2012-02-29,多,,118,47,95,8038,尾盤出場,75.0,720,2012
2012-03-01,多,,111,44,89,8143,移動停利,11.0,80,2012
2012-03-02,空,,109,43,87,8172,移動停利,40.0,370,2012
2012-03-05,空,,109,44,87,8071,尾盤出場,33.0,300,2012
2012-03-06,空,,114,45,91,8012,停利,91.0,880,2012
2012-03-07,多,,112,45,89,7865,移動停利,44.0,410,2012
2012-03-08,空,,110,44,88,7923,移動停利,20.0,170,2012
2012-03-09,空,,106,42,85,7963,停損,-42.0,-450,2012
2012-03-12,空,,108,43,86,7974,尾盤出場,44.0,410,2012
2012-03-13,多,,109,44,88,7994,移動停利,51.0,480,2012
2012-03-14,空,,110,44,88,8148,尾盤出場,9.0,60,2012
2012-03-15,多,,110,44,88,8148,停損,-44.0,-470,2012
2012-03-16,空,,110,44,88,8108,尾盤出場,38.0,350,2012
2012-03-19,空,,107,43,86,8097,停利,86.0,830,2012
2012-03-20,空,,111,45,89,8055,移動停利,63.0,600,2012
2012-03-21,多,是,111,44,89,7982,尾盤出場,-3.0,-60,2012
2012-03-22,多,,114,46,91,8018,移動停利,57.0,540,2012
2012-03-23,空,,109,44,88,8065,尾盤出場,-14.0,-170,2012
2012-03-26,空,,109,43,87,8017,尾盤出場,57.0,540,2012
2012-03-27,空,,106,42,85,7983,尾盤出場,-30.0,-330,2012
2012-03-28,多,,103,41,83,8032,移動停利,22.0,190,2012
2012-03-29,空,,112,45,90,7983,停利,90.0,870,2012
2012-03-30,多,,113,45,91,7845,移動停利,11.0,80,2012
2012-04-02,多,,108,43,86,7898,停損,-43.0,-460,2012
2012-04-03,空,,110,44,88,7880,停利,88.0,850,2012
2012-04-05,空,,124,49,99,7603,移動停利,60.0,570,2012
2012-04-06,多,,123,49,98,7646,移動停利,22.0,190,2012
2012-04-09,多,,125,50,100,7580,移動停利,33.0,300,2012
2012-04-10,多,,123,49,99,7668,停損,-49.0,-520,2012
2012-04-11,多,,129,52,103,7553,尾盤出場,84.0,810,2012
2012-04-12,多,,126,51,101,7636,尾盤出場,-5.0,-80,2012
2012-04-13,多,,132,53,106,7730,移動停利,15.0,120,2012
2012-04-16,多,,126,50,101,7703,尾盤出場,9.0,60,2012
2012-04-17,空,,133,53,106,7706,移動停利,61.0,580,2012
2012-04-18,空,是,134,54,107,7661,移動停利,42.0,390,2012
2012-04-19,多,,127,51,102,7618,尾盤出場,-6.0,-90,2012
2012-04-20,空,,127,51,102,7566,尾盤出場,53.0,500,2012
2012-04-23,空,,130,52,104,7475,移動停利,39.0,360,2012
2012-04-24,多,,124,49,99,7477,移動停利,37.0,340,2012
2012-04-25,多,,111,45,89,7548,尾盤出場,-8.0,-110,2012
2012-04-26,空,,113,45,91,7565,移動停利,41.0,380,2012
2012-04-27,空,,110,44,88,7536,停利,88.0,850,2012
2012-04-30,空,,108,43,86,7421,停損,-43.0,-460,2012
2012-05-02,多,,113,45,91,7518,停利,91.0,880,2012
2012-05-03,空,,111,44,89,7660,尾盤出場,5.0,20,2012
2012-05-04,多,,109,44,87,7618,移動停利,40.0,370,2012
2012-05-07,空,,116,46,93,7545,尾盤出場,40.0,370,2012
2012-05-08,空,,108,43,87,7518,尾盤出場,-2.0,-50,2012
2012-05-09,多,,109,44,87,7470,停損,-44.0,-470,2012
2012-05-10,多,,107,43,86,7468,移動停利,28.0,250,2012
2012-05-11,空,,107,43,86,7433,尾盤出場,64.0,610,2012
2012-05-14,空,,105,42,84,7375,移動停利,28.0,250,2012
2012-05-15,多,,106,42,85,7325,移動停利,19.0,160,2012
2012-05-16,空,是,110,44,88,7353,停利,88.0,850,2012
2012-05-17,多,,108,43,87,7271,尾盤出場,44.0,410,2012
2012-05-18,多,,113,45,90,7194,移動停利,16.0,130,2012
2012-05-21,多,,113,45,90,7189,尾盤出場,-5.0,-80,2012
2012-05-22,空,,102,41,82,7243,移動停利,21.0,180,2012
2012-05-23,空,,110,44,88,7138,移動停利,28.0,250,2012
2012-05-24,多,,109,44,88,7165,停損,-44.0,-470,2012
2012-05-25,空,,105,42,84,7135,停利,84.0,810,2012
2012-05-28,多,,109,44,87,7078,尾盤出場,37.0,340,2012
2012-05-29,多,,118,47,94,7164,停利,94.0,910,2012
2012-05-30,空,,118,47,95,7255,移動停利,39.0,360,2012
2012-05-31,空,,122,49,97,7124,移動停利,19.0,160,2012
2012-06-01,空,,127,51,101,7162,移動停利,50.0,470,2012
2012-06-04,空,,137,55,110,6873,移動停利,21.0,180,2012
2012-06-05,多,,138,55,110,6985,停損,-55.0,-580,2012
2012-06-06,空,,139,55,111,6986,停損,-55.0,-580,2012
2012-06-07,空,,135,54,108,7112,移動停利,72.0,690,2012
2012-06-08,多,,136,55,109,7009,移動停利,11.0,80,2012
2012-06-11,多,,144,58,115,7105,移動停利,11.0,80,2012
2012-06-12,多,,143,57,114,6997,移動停利,12.0,90,2012
2012-06-13,多,,141,56,113,7058,停損,-56.0,-590,2012
2012-06-14,多,,138,55,111,7062,移動停利,25.0,220,2012
2012-06-15,多,,139,56,111,7073,尾盤出場,78.0,750,2012
2012-06-18,空,,134,54,108,7294,移動停利,30.0,270,2012
2012-06-19,空,,130,52,104,7248,尾盤出場,-17.0,-200,2012
2012-06-20,空,是,122,49,97,7285,尾盤出場,-27.0,-300,2012
2012-06-21,空,,127,51,102,7145,移動停利,32.0,290,2012
2012-06-22,多,,117,47,93,7021,尾盤出場,14.0,110,2012
2012-06-25,多,,114,46,91,6958,尾盤出場,-9.0,-120,2012
2012-06-26,空,,110,44,88,6931,尾盤出場,-8.0,-110,2012
2012-06-27,多,,108,43,86,6919,停利,86.0,830,2012
2012-06-28,空,,106,42,85,7013,移動停利,31.0,280,2012
2012-06-29,多,,104,41,83,6993,移動停利,37.0,340,2012
2012-07-02,空,,97,39,78,7114,尾盤出場,-23.0,-260,2012
2012-07-03,空,,103,41,82,7167,停損,-41.0,-440,2012
2012-07-04,多,,105,42,84,7272,移動停利,35.0,320,2012
2012-07-05,多,,99,40,80,7314,尾盤出場,-17.0,-200,2012
2012-07-06,多,,94,37,75,7290,停損,-37.0,-400,2012
2012-07-09,多,,96,38,77,7232,移動停利,20.0,170,2012
2012-07-10,空,,100,40,80,7246,停利,80.0,770,2012
2012-07-11,多,,89,36,72,7152,移動停利,32.0,290,2012
2012-07-12,空,,89,36,72,7166,停利,72.0,690,2012
2012-07-16,空,,91,36,72,7085,移動停利,45.0,420,2012
2012-07-17,多,,90,36,72,7053,停利,72.0,690,2012
2012-07-18,空,是,90,36,72,7093,尾盤出場,34.0,310,2012
2012-07-25,多,,91,36,73,6792,停利,73.0,700,2012
2012-07-26,空,,90,36,72,6853,尾盤出場,-22.0,-250,2012
2012-07-27,空,,96,39,77,6960,停損,-39.0,-420,2012
2012-07-30,多,,94,37,75,7089,尾盤出場,-9.0,-120,2012
2012-07-31,空,,97,39,78,7096,移動停利,15.0,120,2012
2012-08-01,多,,94,38,75,7152,移動停利,40.0,370,2012
2012-08-03,多,,95,38,76,7151,尾盤出場,-10.0,-130,2012
2012-08-06,空,,101,40,81,7275,尾盤出場,37.0,340,2012
2012-08-07,多,,96,38,77,7245,尾盤出場,-7.0,-100,2012
2012-08-08,空,,99,40,79,7303,尾盤出場,3.0,0,2012
2012-08-09,多,,102,41,81,7373,尾盤出場,65.0,620,2012
2012-08-10,空,,102,41,81,7438,尾盤出場,-6.0,-90,2012
2012-08-13,空,,93,37,74,7438,尾盤出場,-14.0,-170,2012
2012-08-14,多,,97,39,77,7493,移動停利,32.0,290,2012
2012-08-15,空,是,92,37,73,7478,移動停利,25.0,220,2012
2012-08-16,空,,92,37,74,7454,停損,-37.0,-400,2012
2012-11-05,多,,91,36,73,7200,停損,-36.0,-390,2012
2012-11-06,空,,92,37,74,7172,停損,-37.0,-400,2012
2012-11-07,多,,97,39,78,7236,移動停利,37.0,340,2012
2012-11-08,多,,98,39,78,7188,尾盤出場,15.0,120,2012
2012-11-09,多,,104,41,83,7144,停利,83.0,800,2012
2012-11-12,空,,104,42,83,7262,尾盤出場,20.0,170,2012
2012-11-13,空,,106,43,85,7223,停利,85.0,820,2012
2012-11-14,多,,107,43,85,7112,移動停利,10.0,70,2012
2012-11-15,多,,101,40,81,7117,移動停利,19.0,160,2012
2012-11-16,多,,104,41,83,7120,移動停利,39.0,360,2012
2012-11-19,空,,101,40,81,7143,尾盤出場,21.0,180,2012
2012-11-20,空,,99,40,79,7165,移動停利,14.0,110,2012
2012-11-21,空,是,96,39,77,7158,停利,77.0,740,2012
2012-11-22,空,,95,38,76,7094,尾盤出場,4.0,10,2012
2012-11-23,多,,107,43,85,7173,停利,85.0,820,2012
2012-11-26,多,,106,42,85,7393,尾盤出場,-3.0,-60,2012
2012-11-27,空,,103,41,82,7392,停損,-41.0,-440,2012
2012-11-28,空,,99,40,79,7398,停損,-40.0,-430,2012
2012-11-29,多,,95,38,76,7494,移動停利,14.0,110,2012
2012-11-30,多,,96,38,77,7545,尾盤出場,51.0,480,2012
2012-12-03,多,,91,37,73,7615,移動停利,12.0,90,2012
2012-12-04,空,,90,36,72,7560,停損,-36.0,-390,2012
2013-01-10,多,,89,36,71,7795,移動停利,31.0,280,2013
2013-01-14,多,,91,36,73,7766,尾盤出場,57.0,540,2013
2013-01-15,多,,93,37,74,7804,停損,-37.0,-400,2013
2013-01-17,多,,94,38,75,7732,移動停利,10.0,70,2013
2013-01-18,空,,96,39,77,7683,停損,-39.0,-420,2013
2013-01-21,空,,97,39,78,7674,停損,-39.0,-420,2013
2013-01-22,空,,95,38,76,7719,移動停利,27.0,240,2013
2013-01-23,空,,95,38,76,7763,尾盤出場,40.0,370,2013
2013-01-24,空,,98,39,78,7666,移動停利,21.0,180,2013
2013-01-25,空,,98,39,78,7649,移動停利,17.0,140,2013
2013-01-28,多,,100,40,80,7682,尾盤出場,46.0,430,2013
2013-01-29,多,,100,40,80,7763,尾盤出場,47.0,440,2013
2013-01-30,空,,98,39,78,7830,尾盤出場,30.0,270,2013
2013-01-31,多,,98,39,78,7818,停損,-39.0,-420,2013
2013-02-01,空,,94,38,76,7847,停損,-38.0,-410,2013
